case_name,state,date_filed,issue,status,link
"Disability Law Center of Alaska v. Meyer, No. 3:20-cv-00173 (D. Alaska), transferred from: No. 3AN-20-07060 (Alaska Super. Ct., 3d Dist.)",Alaska,07/22/2020,07/28/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=151
"Common Cause Rhode Island v. Gorbea, No. 1:20-cv-00318 (D.R.I.), 2020 WL 4365608",Rhode Island,07/22/2020,"Plaintiff sued the state of Michigan, alleging that the ballot access requirement of obtaining 9,713 signatures for a proposed ballot initiative violates the First and Fourteenth Amendments to the US Constitution in light of the global pandemic and restrictions upon public gatherings. They seek to enjoin enforcement of the initial filing deadline to allow more time to gather the necessary signatures.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=177
"Kishore v. Newsom, No. 20-55748 (9th Cir.)",California,07/22/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=19
"Fay v. Merrill, No. HHD-CV20-6130532 (Conn. Super. Ct., Hartford), No. SC200027 (Conn. S. Ct.)",Connecticut,07/21/2020,07/28/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=153
"Libertarian Party v. Wolf, No. 20-2481 (3d Cir.),",Pennsylvania,07/20/2020,"Detroit Unity Fund v. Whitmer, 20-1817 (6th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=113
"Barkey v. Brown, No. 20-114457-CZ (Mich. Cir. Ct., Genesee County)",Michigan,07/20/2020,"Plaintiffs--blind/visually-impaired registered voters, National Federation of the Blind of Virginia, and American Council of the Blind of Virginia, Inc.--sued Virginia Department of Elections (""VA DOE""), Virginia State Board of Elections, and officers of those organizations for violating the ADA by failing to implement a readily available remote accessible vote-by-mail system. The Plaintiffs also alleged violation of section 504 of the Rehabilitation Act of 1973 and violations of various VA disability statutes (Va. Code sections 51.5-43, 51.5-40.1) for the same conduct. Plaintiffs requested injunctive relief requiring defendants to offer a private and independent method of absentee voting accessible for people with print disabilities in time for use by voters in all future elections.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=269
"Hotze v. Abbott, No. 20-20379 (5th Cir.)",Texas,07/18/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=181
"Disability Law Center of Alaska v. Meyer, No. 3AN-20-07060 (Alaska Super. Ct., 3d Dist.), transferred to: No. 3:20-cv-00173 (D. Alaska)",Alaska,07/17/2020,07/27/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=151
"La Riva v. District of ColumbiaI Board of Elections, No. 1:20-cv-01937 (D.D.C.)",District Columbia,07/17/2020,North Carolina Counsel of the Blind and North Carolina Disability Rights filed suit against the state on the basis that printed ballots available to absentee voters do not offer accomodations for blind individuals. As such blind voters seeking assistance must give up their right to a secret ballot should they choose to vote absentee. Petitioners claim this violates the Americans with Disabilities Act. Petitioners request a preliminary injunction requiring the state of North Carolina to make available an accessible electronic voting system as an accomodation under the ADA. The District Court granted the preliminary injunction and ordered the state to make Democracy Live platform available to all voters for the November 3 General Election.,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=155
"Gallagher v. New York State Board of Elections, No. 1:20-cv-05504 (S.D.N.Y.)",New York,07/17/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=160
"Mi Familia Vota v. Abbott, No. 5:20-cv-00830 (W.D. Tex.)",Texas,07/16/2020,07/27/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=182
"Little v. Reclaim Idaho, Little v. Reclaim Idaho, 591 U. S. ____ (S. Ct.)",Idaho,07/16/2020,"Plaintiffs, Texas voters with disabilities and organizations that represent those individuals, bring claims under Title II of the ADA and Section 504 of the Rehabilitation Act of 1973 against the Texas Secretary of State for failing to provide them means of voting secretly and independently and otherwise denying them equal access to mail in ballots, preventing them from voting safely due to COVID-19. They seek preliminary and injunctive relief preventing Defendant from violating these statutory provisions and requiring a remote accessible vote by mail system as well as declaratory relief. Plaintiffs challenge the fact that vote by mail ballots must be filled out and returned by voters entirely on paper which prevents the blind and other voters from using them without help, thus violating the right to cast a private vote. Instead plaintiffs claim that defendant should allow county election officials to provide accessible electronic ballots for these individuals as already provided to overseas voters. These difficulties are exacerbated by the fact that blind individuals are unable to determine on their own whether others at polling places are complying with safety measures like wearing masks and maintaining social distancing.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=232
"Kishore v. Whitmer, No. 20-1661 (6th Cir.)",Michigan,07/15/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=63
"People Not Politicians Oregon v. Clarno, No. 20-35630 (9th Cir.)",Oregon,07/15/2020,07/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=110
"Merrill v. Dunlap, No. 1:20-cv-00248 (D. Me.)",Maine,07/15/2020,"Alaska LT. governor and Division of Elections only mailed absentee ballots to registered voters over age 65. Plaintiffs allege intentional age discrimination that violates Alaska Constitution, the 1st, 14th and 26th Amendments of the US Constitution, and the Americans with Disabilities Act. Case was filed and is pending - Plaintiffs are asking for the current mailing to be declared discriminatory and for absentee ballots to be mailed to all qualified Alaska voters for the Primary and General Elections of 2020.",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=158
"Hawkins v. Ziriax, No. 5:20-cv-00687 (W.D. Okla.)",Oklahoma,07/15/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=161
"Minnesota Voters Alliance v. Duluth, Minn. Voters Alliance v. Duluth, No. 69DU-CV-20-1252 (Minn. Dist. Ct., St. Louis Cnty.)",Minnesota,07/15/2020,07/22/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=398
"League of United Latin American Citizens of Iowa v. Pate, No. 06521-CVCV081901 (Iowa Dist. Ct., Johnson Cnty.)",Iowa,07/14/2020,"Disability Law Center of Alaska v. Meyer, No. 3AN-20-07060 (Alaska Super. Ct., 3d Dist.), transferred to: No. 3:20-cv-00173 (D. Alaska)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=45
"League of Women Voters of Michigan v. Benson, No. 161671 (Mich. S. Ct.)",Michigan,07/14/2020,"Plaintiffs Common Cause Rhode Island (CC-RI), League of Women Voters of Rhode Island, and three Rhode Island registered voters sued Rhode Island Secretary of State and members of the Rohde Island Board of Elections, challenging the state's two witness/notary signature requirement of mail-in ballots. With exceptions related to voters in medical facilities, abroad, or out of state for military service, Rhode Island requires that “the signature on the certifying envelopes containing a voted ballot must be made before a notary public or two (2) witnesses who shall set forth their addresses on the form.” R.I. Gen. Laws §§ 17-20-2.1(d)(1), (d)(4).Where the voter is voting by mail because they are “confined in any hospital, convalescent home, nursing home, rest home, or similar institution, public or private, within the State of Rhode Island,” the ballot “must be witnessed by the state supervisors” who travel in bipartisan pairs to each of the aforementioned facilities within twenty days before the election, R.I. Gen. Laws §§ 17-20-14(a), 17-20-2(2). Plaintiffs alleged that these laws violated the ADA and the First and Fourteenth Amendments as applied to elections during the COVID-19 pandemic as they imposed an undue burden on elections. The plaintiffs sought injunctive relief to suspend the witness and notary requirement for the September 2020 primary and the November 2020 general elections.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=57
"League of Women Voters of New Jersey v. Way, No. MER-L-001831-20 (N.J. Super. Ct., Mercer Cnty.)",New Jersey,07/14/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=362
"League of Women Voters of New Jersey v. Way, No. MER-L-001831-20 (N.J. Super. Ct., Mercer Cnty.)",New Jersey,07/14/2020,"Plaintiffs, on behalf of displaced NJ residents (those with temporary addresses due to circumstances from COVID), seek injunction ordering the state to (1) provide a blank electronic ballot to displaced voters who, on the record, timely requested but did not receive a mail-in ballot; (2) provide a blank electronic ballot to displaced voters who are not on the record as having timely requested a mail-in ballot, but have a court order finding that the voter made a good faith effort to obtain a ballot at al alternate address; and (3) allow displaced voters to return electronically delivered ballots by mail under certain procedures.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=362
"Harrison v. DeBeauvoir, No. D-1-GN-20-003647 (Tex. Dist. Ct., Travis Cnty.)",Texas,07/14/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=334
"Luciani v. Virginia State Board of Elections, No. 7:20-cv-00401 (W.D. Va.)",Virginia,07/13/2020,07/14/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=162
"Bertin v. Galvin, No. SJ-2020-0520 (Mass. S. Ct.)",Massachusetts,07/13/2020,"Plaintiffs, who became COVID positive after the date to request an absentee ballot for the July 14 runoff election, claimed that the denial of their right to vote absentee violated the equal protection clause and the fundamental right to vote under the Texas Constitution.  They sought a ruling declaring that the Tex.Elec.CodeSection102.002 requirement to submit a physician's certificate at least 11 days before the election is unconstitutional as applied.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=183
"Chambers v. North Carolina, No. XX (N.C. Super. Ct., Wake Cnty.)",North Carolina,07/10/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=74
"Pennsylvania Democratic Party v. Boockvar, No. 407-MD-2020 (Penn. Commonw. Ct.)",Pennsylvania,07/10/2020,07/14/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=120
"Common Sense Party v. Padilla, No. 20-16335, 20-71888 (9th Cir.)",California,07/10/2020,"Independent candidate for House of Representatives brought a claim against the Virginia Department of Elections and State Board of Elections seeking declaratory judgment and injunctive relief pertaining to Virginia signature requirements to appear on ballot in light of hardship caused by COVID and related State Emergency Orders.  Specifically, candidate sought similar relief to what was granted in an unrelated Eastern District of Virginia case that would permit candidate to collect only 35% of required petition signatures and extend the deadline for petition signatures.  Plaintiff stated that without relief, enforcement of existing requirements in light of COVID and related Emergency Orders violated plaintiff’s First and Fourteenth Amendment rights and gave rise to a claim under 42 U.S.C. § 1983 and would make it “impossible” for third party and independents to get on the ballot.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=15
"SawariMedia LLC v. Whitmer, No. 20A1 (S. Ct.)",Michigan,07/10/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=56
"Libertarian Party of Connecticut v. Lamont, No. 20-02179 (2d Cir.)",Connecticut,07/10/2020,07/13/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=306
"Alliance Party v. Virginia State Board of Elections, No. 1:20-cv-00774 (E.D. Va.)",Virginia,07/09/2020,"Luciani v. Virginia State Board of Elections, No. 20-1866 (4th Cir.)",Active,https://healthyelections-case-tracker.stanford.edu/detail?id=139
"Common Cause Indiana v. Lawson, No. 1:20-cv-01825 (S.D. Ind.)",Indiana,07/08/2020,"Massachusetts residents and voting rights groups entered petition for writ of mandamus against Secretary of the Commonwealth William Galvin to force his office to comply with a new law requiring the secretary to send mail-in ballot applications to all registered voters in the state by July 15 2020, as provided for by recent Massachussets pandemic voting bill. Secretary Galvin announced the mailing wouldn't happen because his office didn't have the $3 million to $5 million in postage needed to mail the applications and pay for their return to the state's 352 cities and towns. That said, the secretary's office said they are ready to send them when they get the money.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=44
"Stringer v. North Carolina, No. 20-CVS-05615  (N.C. Super. Ct., Wake Cnty.)",North Carolina,07/08/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=73
"League of Women Voters of the United States v. Kosinski, No. 1:20-cv-05238 (S.D.N.Y.)",New York,07/08/2020,07/13/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=95
"Western Native Voice v. Stapleton, No. DA 20-0394 (Mont. S. Ct.)",Montana,07/08/2020,"Plaintiffs were in ill-health, some were senior citizens and all live alone and are following social distancing guidelines. They all intend to vote via absentee ballot and are concerned about the witness requirements exposing them to COVID-19.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=69
"Blankenship v. Newsom, No. 3:20-cv-04479 (N.D. Cal.)",California,07/07/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=20
"Frye v. Gardner, No. 1:20-cv-00751 (D.N.H.)",New Hampshire,07/07/2020,07/10/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=79
"Sterne v. Adams, No. 20-CI-00538 (Ky. Cir. Ct., Franklin Cnty.)",Kentucky,07/07/2020,"Petitioners request a declaratory and injunctive relief so as to protect the franchise of absentee and mail-in voters.  On October 31, 2019 the Governor enacted Act 77 which permits no excuse mail-in voting for all qualified electors. Due to COVID-19, Act 12 was passed. This Act allowed counties to temporarily consolidate polling places, consequently there are less polling places available. It also allowed Pre-Canvass for mail in voting from 7am on Election Day. Petitioners request (i) Declaratory judgment that secure ballot drop-boxes are permitted. (ii) Injunction that mail-in and absentee ballots postmarked by 8pm on Election Day and received by the UOCAVA deadline must be tabulated; (iii) Injunction requiring boards to contact electors whose mail-in or absentee ballots contain facial defects, and provide an opportunity to cure such defects by the UOCAVA deadline; (iv) Declaratory judgment that boards must clothe and count naked ballots and an Injunction against boards from excluding such ballots; (v) Declaratory judgment that the poll watcher residency requirement does not violate the law.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=156
"Ivey v. Lamone, No. 1:20-cv-01995 (D. Md.)",Maryland,07/07/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=157
"Hettinga v. Newsom, No. 2:20-cv-06092 (C.D. Cal.), No. 2:20-cv-06092 (C.D. Cal. filed July 7, 2020)",California,07/07/2020,07/10/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=242
"Davis v. Wayne County Election Commission, No. 2:20-cv-11819 (E.D. Mich.)",Michigan,07/06/2020,"Pennsylvania Democratic Party v. Boockvar, No. 133 MM 2020 (Penn. S. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=64
"Hawkins v. DeWine, No. 20-3717 (6th Cir.)",Ohio,07/06/2020,"Plaintiffs of the Common Sense Party (CSP), a political “party-in-formation” challenge the constitutionality of the California Elections Code §5151 (c) as it applies to them. The code requires new political parties to secure 68,180 voter registrations in order to qualify for the November 2020 election ballot. Plaintiffs allege that the COVID-19 shutdown renders it impossible to comply with this requirement. Thus, Plaintiffs moved for either a Temporary Restraining Order or Preliminary Injunction enjoining Defendant Secretary of State Alex Padilla from enforcing §5151(c) against them and requiring the Secretary of State to register the CSP as an official political party of California without the need for the CSP to obtain more voter registrations. The court denied both motions, concluding that Plaintiffs have failed to show they are likely to succeed on the merits of their claims, especially to the level necessary to justify granting mandatory injunctive relief. Plaintiffs appealed to the Ninth Circuit. In January, the court moved to rule only on the materials submitted, thus denying oral argument; appellants petitioned for reconsideration of the matter, which was denied. Appellee Alex Padilla motioned to take judicial notice, which was also denied.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=103
"Brady v. State Ballot Law Commission (Brady v. State Ballot Law Commission No. SJ-2020-0321), No. SJC-12979 (Mass. S. Ct.)",Massachusetts,07/03/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=187
"Eisen v. Cuomo, No. 7:20-cv-05121 (S.D.N.Y.)",New York,07/03/2020,"07/10/2020: Other, Filed",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=188
"Connecticut State Conference of NAACP Branches v. Merrill, No. 3:20-cv-00909 (D. Conn.)",Connecticut,07/02/2020,"Common Sense Party v. Padilla, No. 2:20-cv-01091 (E.D. Cal.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=26
"Griffin v. Hawaii, No. 1:20-cv-00298 (D. Haw.)",Hawaii,07/02/2020,"""SawariMedia LLC (""""SM"""") is a political and criminal justice reform organization seeking to place an initiative on the ballot of the Michigan general election in November 2020. To qualify, SM was required to submit to the Secretary of State, no later than May 27, 2020, 340,047 signatures of qualified and registered Michigan voters. As of the filing of its complaint, SM had collected approximately 215,000 signatures. On March 23, 2020, the Governor issued a """"stay-at-home"""" order that would extend into May 2020 (and was later further extended into June). The State continued to strictly enforce the signature requirement. Plaintiffs allege that the stay-at-home order, together with the State's strict enforcement of the signature requirement and the State's failure to apply the same rules to candidates and ballot initiatives (a potential political candidate for the general election brought a similar claim against the State; the Court issued an order extending the filing deadline, allowing electronic signatures and reducing the number of required signatures by 50%) violates the First and Fourteenth Amendments. Plaintiffs seek declaratory and injunctive relief as necessary to ensure placement of the initiative on the ballot."" After the district court granted a preliminary injunction, Defendant appealed. The Circuit court denied an application for a stay pending appeal, Defendant brought a similar petition before the Supreme Court..",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=37
"Minnesota Voters Alliance v. Minneapolis, No. 27-CV-20-9085 (Minn. Dist. Ct., Hennepin Cnty.)",Minnesota,07/02/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=394
"Minnesota Voters Alliance v. Minneapolis, No. 27-CV-20-9085 (Minn. Dist. Ct., Hennepin Cnty.)",Minnesota,07/02/2020,"The Petitioners:  Minnesota Voters Alliance, Republican Party of Minnesota, a candidate for office, and a few candidates who wish to be selected as election judges, petition the Court for a writ of mandamus, alleging that the Respondents, City of Minneapolis City Coucil,  ignored specific legislative mandates (i) for party balance of election judges and (ii) by using County Auditor staff to accept or reject absentee ballots when it should be election judges. They seek a writ of mandamus ordering the County, through its Board of Commissioners and the Ramsey County Auditor, to act in accordance with the legislative mandates for the municipality’s ballot board under Minnesota Statutes § 203B.121, subdivisions 1 and 2 and § 204B.21, subdivision 2 for the County’s ballot board.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=394
"Reclaim Idaho v. Little, No. 20-35584 (9th Cir.)",Idaho,07/01/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=39
"Fay v. Merrill, No. SC20477 (Conn. S. Ct.)",Connecticut,07/01/2020,09/24/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=153
"Kishore v. Newsom, No. 2:20-cv-05859 (C.D. Cal.)",California,06/30/2020,"Reclaim Idaho, a political action committee, is seeking a preliminary injunction in relation to its “Invest in Idaho” educational funding initiative. Under Idaho law, petitioners must meet certain deadlines and requirements, including an 18-month window to collect over 55,000 statewide signatures, for an initiative to appear on the next ballot. Idaho law has also been interpreted to preclude electronic signatures for initiatives. Reclaim Idaho alleges it was on pace to meet the requirements and deadlines until the COVID-19 pandemic and state prophylactic orders prevented it from effectively gathering signatures. Consequently, plaintiff claims Idaho law now operates to deprive it of First Amendment guarantees. Reclaim seeks modification of Idaho’s in person signature collection requirements and the deadlines for gathering and presentation of collected signatures in light of stay-at-home orders.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=19
"McCarter v. Brown, No. 6:20-cv-01048 (D. Or.)",Oregon,06/30/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=109
"People Not Politicians Oregon v. Clarno, No. 6:20-cv-01053 (D. Or.), 2020 WL 3960440",Oregon,06/30/2020,09/01/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=110
"People First of Alabama v. Merrill, No. 19A1063 (S. Ct.)",Alabama,06/29/2020,"Reclaim Idaho v. Little, No. 1:20-cv-00268 (D. Idaho)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=2
"De La Fuente v. Hobbs, No. 2:20-cv-01276 (D. Ariz.)",Arizona,06/29/2020,"Congressional candidates challenged the Sec. of State's implementation of no-excuse absentee voting due to COVID. Plaintiffs claim that neither the Sec. of State nor the Governor can change absentee voting rules, only legislature. Court held that original jurisdiction proceeding in the Supreme Court was not proper, as case should have been brought in Superior Court.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=11
"Donald J. Trump for President, Inc. v. Boockvar, No. 2:20-cv-00966 (W.D. Pa.)",Pennsylvania,06/29/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=121
"Luft v. Evers, No. 2:11-cv-1128 (E.D. Wis.)",Wisconsin,06/29/2020,07/01/2020: ,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=254
"Coalition for Good Governance v. Raffensperger, No. 20-12362 (11th Cir.)",Georgia,06/26/2020,"Fay v. Merrill, No. HHD-CV20-6130532 (Conn. Super. Ct., Hartford), No. SC200027 (Conn. S. Ct.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=34
"Alliance for Retired Americans v. Dunlap, No. CV-20-95 (Me. Super. Ct., Kennebec)",Maine,06/24/2020,"Third party candidates (Socialist Equality Party) alleged that deadline and signature-threshold requirements for ballot access, as applied to them under the current pandemic circumstances, effectively prevent their addition to the ballot and therefore violate their First and Fourteenth Amendment rights. They sought either an extension of the filing deadline, or an injunction prohibiting CA from printing November ballots unless and until the third party candidates' names are included.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=52
"SawariMedia LLC v. Whitmer, No. 20-1594 (6th Cir.)",Michigan,06/24/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=56
"Alliance for Retired Americans v. Dunlap, No. Ken-20-262 (Me. Sup. Ct.)",Maine,06/24/2020,06/30/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=52
"Sangiacomo v. Padilla, No. 34-2020-80003413 (Cal. Super. Ct., Sacramento Cnty.)",California,06/23/2020,"Kishore v. Newsom, No. 20-55748 (9th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=18
"Lay v. Goins, No. M2020-0083-SC-RDM-CV (Tenn. 2020)",Tennessee,06/23/2020,"Plaintiff sought a Temporary Restraining Order and Preliminary Injunction asking for multiple types of relief due to the Governor of Oregon and various local county officials’ executive orders’ violating plaintiff’s Constitutional Rights afforded under the 1st Amendment and 14th Amendment of the U.S. Constitution. Plaintiff’s main complaint is that rules related to the requirements for election ballot initiatives coupled with prohibitions on gatherings and requiring social distancing related to COVID-19, limited Plaintiff from being able to obtain the requisite number of petition signatures required to add a referendum to certain county ballots. The Court denied Plaintiff’s Complaint, using rational basis review after finding that Plaintiff did not satisfy the 9th Circuit Court of Appeals test for applying strict scrutiny. Using the rational basis test, the Court found that Defendant’s requirements for ballot initiatives further an important regulatory interest, and that Plaintiff has not shown a likelihood of success on the merits of his claim therefore precluding the preliminary injunction.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=128
"Baker v. Thurston, No. 60CV-20-3565 (Ark. Cir. Ct., Pulaski Cnty.)",Arkansas,06/23/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=163
"Riemers v. Jaeger, No. 8-2020-CV-1884 (N.D. Dist. Ct., Burleigh Cnty.)",North Dakota,06/23/2020,07/20/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=342
"Campbell v. Galvin, No. SJC-12972 (Mass. S. Ct.)",Massachusetts,06/22/2020,"In light of COVID-19 issues, Petitioner attempted to meet the signature requirements using online and mail, but was not able to meet the threshold required to add petitions to the November ballot. Petitioner requests that the Secretary of State adjust both the deadline (to mid-August) and threshold to meet COVID-19 related challenges.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=186
"De Jean v. Nago, No. 1:20-cv-00280 (D. Haw.)",Hawaii,06/19/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=36
"Kishore v. Whitmer, No. 2:20-cv-11605 (E.D. Mich.), 2020 WL 3819125",Michigan,06/18/2020,06/30/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=63
"NAACP Pennsylvania State Conference v. Boockvar, No. 364-MD-2020 (Penn. Commonw. Ct.)",Pennsylvania,06/18/2020,"People Not Politicians Oregon v. Clarno, No. 20-35630 (9th Cir.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=119
"People First of Alabama v. Merrill, No. 20-12184 (11th Cir.)",Alabama,06/17/2020,"Facts: The NAACP LDF, SPLC, and the Alabama Disabilities Advocacy Program filed suit over the state’s lack of safe and accessible voting processes amid the COVID-19 pandemic. 
Claims:  The specific claims were: (1) violation of the fundamental right to vote under the 1st and 14th Amendments because of the witness requirement, the prohibition on curbside voting, and the photo ID requirements as applied curbed the right to vote; (2) failure to provide reasonable accommodations in violation of Title II of the Americans with Disabilities Act, specifically those with health conditions that put them at high risk if they leave their homes to vote; (3) violation of Section 2 of the Voting Rights Act because of the witness requirement and the prohibition on curbside voting; and (4) Sections 3 and 201 of the Voting Rights Act due to the witness requirement. The suit requests that the court enjoin enforcement of the witness requirement, photo ID requirements, and the prohibition on curbside voting, and to accept absentee ballots that are missing the signature of a notary or two witnesses or are missing copies of photo IDs; The suit also requests declaratory relief re unconstitutionality of the voting requirements indicated.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=2
"Rapini v. Merrill, No. HHB-CV20-6060234-S (Conn. Super. Ct., New Britain)",Connecticut,06/17/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=25
"Texas Democratic Party v. Abbott, Nos. 19A1055, 19-1389 (S. Ct.)",Texas,06/17/2020,06/29/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=131
"Texas Democratic Party v. Abbott, Nos. 19A1055, 19-1389 (S. Ct.)",Texas,06/17/2020,"The Texas Democratic Party, Chair of the Texas Democratic Party, and individual voters filed this lawsuit against Gregg Abbott, Governor of Texas, and other officials in the Western District of Texas to secure expanded vote-by-mail in advance of primary election runoffs scheduled for July and the November general election. The Plaintiffs ask the court to declare that under Texas law all registered voters qualify to request a mail-in ballot as a result of the COVID-19 public health crisis. The lawsuit asks the court to (i) declare that the Texas Election Code definition of “disability” in the vote-by-mail provision — one of the basis of eligibility to vote by mail in Texas — currently encompasses all registered voters, and (ii) order that all mail-in ballots received by eligible voters under this category due to the pandemic be accepted and tabulated. Otherwise, the suit alleges, plaintiff have multiple federal law claims: (1) violation of Section 2 of the Voting Rights Act because voters are denied the right to vote on account of race and language minority and denied an equal opportunity to participate in the political process, (2) race discrimination under the 14th Amendment, (3) race discrimination under the 15th Amendment, (4) non-racial discrimination in voting under the 14th Amendment, (5) denial of free speech under the 1st and 14th Amendments, (6) violation of procedural due process for vagueness under 14th amendment, (7) abridgment of the right to vote based on age under the 26th Amendment, and (7) voter intimidation and conspiracy to interfere with civil rights under Section 1985 of Civil Rights Act of 1871. Some of the plaintiffs had filed a state court lawsuit on March 20, but decided to file this federal case in light of the Supreme Court's decision on the Wisconsin primary on April 6, 2020 that it was too late to remedy constitutional harms. Thus, the plaintiffs here decided to act as early as possible to get timely merits review. 
On May 19, 2020 the District Court ruled that the ""disability"" provision in the state's vote-by-mail election code applies to all registered voters who ""lack immunity from COVID-19 and fear infection at polling places."" The ruling is in effect until the case goes to trial or the pandemic subsides.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=131
"Thompson v. DeWine, No. 19A1054 (S. Ct.), 2020 WL 3456705",Ohio,06/16/2020,,Active,https://healthyelections-case-tracker.stanford.edu/detail?id=102
"Acosta v. Restrepo, No. 1:20-cv-00262 (D.R.I.), 2020 WL 3495777",Rhode Island,06/16/2020,06/17/2020: ,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=122
"Gallagher v. Newsom, No. C092070 (Cal. Ct. App. 3rd App. Dist.)",California,06/15/2020,"Texas Democratic Party v. Abbott, No. 5:20-cv-00438 (W.D. Tex.)",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=17
"Hotze v. Abbott, No. 4:20-cv-02104 (S.D. Tex.)",Texas,06/15/2020,"Three individuals challenge Ohio’s formal requirements for submission of initiatives and referendum, including the requirements that petitions be signed in ink, be witnessed by the petition circulator, and represent a geographic distribution. Plaintiffs argued that in light of COVID-19, the requirements made it impossible to qualify their initiatives for the November ballot and that this was an infringement on their First and Fourteenth Amendment rights.",Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=181
"Fisher v. Hargett, No. M2020-00831-SC-RDM-CV (Tenn. Sup. Ct.)",Tennessee,06/12/2020,,Closed,https://healthyelections-case-tracker.stanford.edu/detail?id=127
